target_txid,depth,root_type,root_real_id,root_is_fraud,is_true_positive,n_nodes,chain_real_ids,chain_types,chain_ce,chain_phi_add,chain_phi_asym
1FW3vCq7PG2mWJc3rb3s8Lbp8Zq7jcfpco,2,wallet,1KZzKAiz8WRRysJLktZRiP3QuHmrbSoBzc,True,True,3,1FW3vCq7PG2mWJc3rb3s8Lbp8Zq7jcfpco|272529611|1KZzKAiz8WRRysJLktZRiP3QuHmrbSoBzc,wallet|transaction|wallet,|0.0168912|0.0887726,|0.0168912|0.0887726,|0.812323|0.181495
1FWJZo3KogUr5hSFhTGwQjccB1oVL467Gy,2,wallet,1DtWsQmEWh1LcJjR14TFPVBLVJFaVLnif1,True,True,3,1FWJZo3KogUr5hSFhTGwQjccB1oVL467Gy|94623588|1DtWsQmEWh1LcJjR14TFPVBLVJFaVLnif1,wallet|transaction|wallet,|0.0169246|0.0889951,|0.0169246|0.0444975,|0.450192|-0.0745789
1FX5FE9Q4kpKAnenfbHWA9LabXjLuoFwbz,2,wallet,1P3N8gwT5Zz9Bv4hhPdkBrJMsf1SxvKrk2,True,True,3,1FX5FE9Q4kpKAnenfbHWA9LabXjLuoFwbz|286784958|1P3N8gwT5Zz9Bv4hhPdkBrJMsf1SxvKrk2,wallet|transaction|wallet,|0.0168739|0.08857,|0.0168739|0.044285,|0.85457|0.19064
1GBWZDT1sNw4V5eFx5U1Ng1cFAuip9S7nW,2,wallet,1G1tACwiqm4tssWddetzkGLryLN9fN4dt,True,True,3,1GBWZDT1sNw4V5eFx5U1Ng1cFAuip9S7nW|14949429|1G1tACwiqm4tssWddetzkGLryLN9fN4dt,wallet|transaction|wallet,|0.0169051|0.0886606,|0.0169051|0.0886606,|0.789966|0.36619
1GBYznpMywEh4kwy7GbDjG9YA9PnUzYMRZ,2,wallet,1Bx7GM7rG75edKCo6hvv79HAW92owkjWG7,True,True,3,1GBYznpMywEh4kwy7GbDjG9YA9PnUzYMRZ|96929263|1Bx7GM7rG75edKCo6hvv79HAW92owkjWG7,wallet|transaction|wallet,|0.017097|0.0952631,|0.017097|0.0476316,|0.978482|0.0866252
1GFBEqUdyVhKtREybryzEn8FYnQmKxQyi4,2,wallet,1KWzCJAgA2LedDFs7A9ApCagoGRVXNTms,True,True,3,1GFBEqUdyVhKtREybryzEn8FYnQmKxQyi4|158375088|1KWzCJAgA2LedDFs7A9ApCagoGRVXNTms,wallet|transaction|wallet,|0.0168529|0.0890561,|0.0168529|0.0296854,|0.824197|-0.000492215
1GKaEgQod2J7EM6R6nZVvaT882JGQmsYRb,2,wallet,14t4f9iEXx8AXnppBjTMKMhyqzBgRTKH1W,True,True,3,1GKaEgQod2J7EM6R6nZVvaT882JGQmsYRb|331566091|14t4f9iEXx8AXnppBjTMKMhyqzBgRTKH1W,wallet|transaction|wallet,|0.0168966|0.0887637,|0.0168966|0.0221909,|0.797942|0.0592253
1GLopURuK1A6GHa1CYVcDtkBEHj5tH2qrw,2,wallet,13kDy7NYmGCA82AaWntBDgBiPqgz8Nrjwg,True,True,3,1GLopURuK1A6GHa1CYVcDtkBEHj5tH2qrw|228446106|13kDy7NYmGCA82AaWntBDgBiPqgz8Nrjwg,wallet|transaction|wallet,|0.0168521|0.0888109,|0.0168521|0.0222027,|0.433747|4.25875e-05
1GM6HKftDnXb2qk7dSEELFabxyGXApR1a5,2,wallet,1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,True,True,3,1GM6HKftDnXb2qk7dSEELFabxyGXApR1a5|94372683|1MUaX1Aq3Zr8o2GUH1dsyhQTtbhTe8nFFK,wallet|transaction|wallet,|0.016871|0.0885869,|0.016871|0.0885869,|0.78376|0.0551791
1Gpsrs3mb82axj4JuUWf27Uv58XFWRzdZL,2,wallet,1J4ChpxRuGFDK7mo6dVEdJQxtT2beSPEfG,True,True,3,1Gpsrs3mb82axj4JuUWf27Uv58XFWRzdZL|245146107|1J4ChpxRuGFDK7mo6dVEdJQxtT2beSPEfG,wallet|transaction|wallet,|0.0169795|0.0885729,|0.0169795|0.0442864,|0.853748|0.354413
1HqDCrtedsZPhgDFAyhJYg4nybtFdAgV9u,2,wallet,13TZbWNGEksU5qLVBmcUCvoctXVPwm4pSA,True,True,3,1HqDCrtedsZPhgDFAyhJYg4nybtFdAgV9u|164710455|13TZbWNGEksU5qLVBmcUCvoctXVPwm4pSA,wallet|transaction|wallet,|0.0168725|0.0890115,|0.0168725|0.0222529,|0.395523|-0.00460956
1HyyLvaroBx13Wv7f6RzWNdhoBdFd4GK4X,2,wallet,1CXFa3MbB7BuedFZpvduPFYS8BBdq47Din,True,True,3,1HyyLvaroBx13Wv7f6RzWNdhoBdFd4GK4X|235427807|1CXFa3MbB7BuedFZpvduPFYS8BBdq47Din,wallet|transaction|wallet,|0.0168857|0.0886331,|0.0168857|0.0886331,|0.750872|0.35745
1J3mYnw5zGeSHsCJTfRAPs7uJskxFaCuWp,2,wallet,1PGcj8tqeLjSZ8wfQazhqW8BpxRZ7T9JrJ,True,True,3,1J3mYnw5zGeSHsCJTfRAPs7uJskxFaCuWp|11561989|1PGcj8tqeLjSZ8wfQazhqW8BpxRZ7T9JrJ,wallet|transaction|wallet,|0.0168279|0.0890342,|0.0168279|0.0178068,|0.382992|-0.000485277
1JH3ryJ879hKaG5AqgZ9MSLESDQcVJJTej,2,wallet,1Pyk7dW3kLREqikRGiuJKwrGpKp2gr2sK6,True,True,3,1JH3ryJ879hKaG5AqgZ9MSLESDQcVJJTej|272178929|1Pyk7dW3kLREqikRGiuJKwrGpKp2gr2sK6,wallet|transaction|wallet,|0.0168907|0.0887799,|0.00337814|0.0887799,|1.71661e-05|8.47578e-05
1JPJz2Sh6QAdYscTR5jYF2Y8xPgYMk27NU,2,wallet,1GyjDW6exdy9a3x5VGaunG2t4oVynHmXNs,True,True,3,1JPJz2Sh6QAdYscTR5jYF2Y8xPgYMk27NU|163694920|1GyjDW6exdy9a3x5VGaunG2t4oVynHmXNs,wallet|transaction|wallet,|0.0168958|0.0888395,|0.0168958|0.0444198,|0.778699|0.0364651
1JfFa3kh7C4HTYgKDrteGPAs5S6u9ZS5Zk,2,wallet,13o1JVZ3Avo4DAT6VvzftaXYayf24tKW9G,True,True,3,1JfFa3kh7C4HTYgKDrteGPAs5S6u9ZS5Zk|376210249|13o1JVZ3Avo4DAT6VvzftaXYayf24tKW9G,wallet|transaction|wallet,|0.0168727|0.0888566,|0.0168727|0.0888566,|0.842146|0.0216669
1Jn5ZEP9mdhgJytDvMV6C3gqiPRtBbTjxM,2,wallet,1LyS1BPsGPvd3f3P62Bpc2SNVWY61binx2,True,True,3,1Jn5ZEP9mdhgJytDvMV6C3gqiPRtBbTjxM|98309038|1LyS1BPsGPvd3f3P62Bpc2SNVWY61binx2,wallet|transaction|wallet,|0.01687|0.0888315,|0.01687|0.0888315,|0.847424|0.0424052
1JtWFzedyYRvzEAKgpRtVGJCU8ixMaT9k9,2,wallet,1AsoeBc4oa8kxhVewstkCh5JbVEVw589Dm,True,True,3,1JtWFzedyYRvzEAKgpRtVGJCU8ixMaT9k9|209539924|1AsoeBc4oa8kxhVewstkCh5JbVEVw589Dm,wallet|transaction|wallet,|0.016894|0.0887322,|0.016894|0.0887322,|0.863494|0.127316
1KKGjNNjzRWTUy8TjLr4o6btWcHp6bwFCt,2,wallet,1FTM9n2djbvabnu7dZ7NK27fRvdWkdPM5L,True,True,3,1KKGjNNjzRWTUy8TjLr4o6btWcHp6bwFCt|241489210|1FTM9n2djbvabnu7dZ7NK27fRvdWkdPM5L,wallet|transaction|wallet,|0.0168902|0.0886766,|0.0168902|0.0886766,|0.890064|0.0332118
1KR9b8xoJMVdskW7cxCwGSnMyBW7ygtSQF,2,wallet,17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,True,True,3,1KR9b8xoJMVdskW7cxCwGSnMyBW7ygtSQF|69695707|17KxsaNni1mQADviWFtYTXDeNd17dCs6zY,wallet|transaction|wallet,|0.0168614|0.0889037,|0.0168614|0.0889037,|0.814188|-0.0113767
1KZTj4aMVJi858tMEGBtupPHd2hc6skE9e,2,wallet,1B94dReLNeQzBLcu87goAyg5YJirUs5mpk,True,True,3,1KZTj4aMVJi858tMEGBtupPHd2hc6skE9e|212659519|1B94dReLNeQzBLcu87goAyg5YJirUs5mpk,wallet|transaction|wallet,|0.0169119|0.0885592,|0.0169119|0.0295197,|0.705321|0.0835896
1Kg4qC1dubqLLJrnkrzrf5onhtmRbciU2p,2,wallet,19RX9oLxe9M6heLYLL12xCrzBqnQkAhCKy,True,True,3,1Kg4qC1dubqLLJrnkrzrf5onhtmRbciU2p|11569771|19RX9oLxe9M6heLYLL12xCrzBqnQkAhCKy,wallet|transaction|wallet,|0.0168421|0.0890372,|0.0168421|0.0222593,|0.460952|-0.00359912
1Kp8xFmbwWGQGaTLkxK9SZ8fkxv2KW6pBZ,2,wallet,16QjuEhgDsF9Bi33PdKy3JYZYP8b37Z9EC,True,True,3,1Kp8xFmbwWGQGaTLkxK9SZ8fkxv2KW6pBZ|70788384|16QjuEhgDsF9Bi33PdKy3JYZYP8b37Z9EC,wallet|transaction|wallet,|0.0168433|0.0889933,|0.0168433|0.0889933,|0.689238|-0.106809
1Ky8u4mvwEYFdxJ8M71o5o3d8HFRMDiK9L,2,wallet,1MxfVoqcfoqADGFZCWmTDWiupEqjaDf2m,True,True,3,1Ky8u4mvwEYFdxJ8M71o5o3d8HFRMDiK9L|158362959|1MxfVoqcfoqADGFZCWmTDWiupEqjaDf2m,wallet|transaction|wallet,|0.0168426|0.0890446,|0.0168426|0.0222611,|0.395305|-0.0045674
1KyxCL4EvNRMUrYcDvNBfG4rSN49DLxbPc,2,wallet,1HBKMEMrzpiD63SofRozPzuGsbkDrnACmY,True,True,3,1KyxCL4EvNRMUrYcDvNBfG4rSN49DLxbPc|86739424|1HBKMEMrzpiD63SofRozPzuGsbkDrnACmY,wallet|transaction|wallet,|0.0169693|0.0885864,|0.0169693|0.0295288,|0.587477|0.195131
1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA,2,wallet,1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,True,True,3,1KzQxRbCD7enxvUFqMq9xdLbUXKTbYoqHA|163662273|1AR8tDsHHjqhJDbGxh7FZSj93ByP2eoy2o,wallet|transaction|wallet,|0.0168604|0.0888305,|0.0168604|0.0888305,|0.855848|0.0288197
1L5o6BhdUdt45T5gcW1oTAYJCyrdmR3aHd,2,wallet,1DsqBPe8b43xN22ABPVT13W2eiWyzwQc4h,True,True,3,1L5o6BhdUdt45T5gcW1oTAYJCyrdmR3aHd|148612071|1DsqBPe8b43xN22ABPVT13W2eiWyzwQc4h,wallet|transaction|wallet,|0.0168414|0.0889689,|0.0168414|0.0889689,|0.64671|-0.147791
1L8EPpuakVp54h81Q9296eXaNijK6MnKwb,2,wallet,1CLWqEYKxQLkphAuvMouF1Xs3yweWinLrS,True,True,3,1L8EPpuakVp54h81Q9296eXaNijK6MnKwb|84364238|1CLWqEYKxQLkphAuvMouF1Xs3yweWinLrS,wallet|transaction|wallet,|0.0169569|0.0888023,|0.0169569|0.0444012,|0.704025|0.0837219
1LA6BJuDB6Cb9CCoYRFgSmRLZJptP5WRff,2,wallet,1BFYMCB2fVxKEjJFtFKpmxSG2uxC9CZwmd,True,True,3,1LA6BJuDB6Cb9CCoYRFgSmRLZJptP5WRff|97408827|1BFYMCB2fVxKEjJFtFKpmxSG2uxC9CZwmd,wallet|transaction|wallet,|0.0168241|0.0889612,|0.0168241|0.0889612,|0.744971|-0.0779662
1LEQurrytapN98FTXJk8SdEvFyhhwYxV1T,2,wallet,1Ark1chKCGBdQh2ZWWHivBzUWpzRrzo7dZ,True,True,3,1LEQurrytapN98FTXJk8SdEvFyhhwYxV1T|218091577|1Ark1chKCGBdQh2ZWWHivBzUWpzRrzo7dZ,wallet|transaction|wallet,|0.0168757|0.0890348,|0.0168757|0.017807,|0.823163|-0.000637102
1LLJZTyJW7pZsGDHzpzPEYqf5m81U3r8wY,2,wallet,154dvR98Zkp6SizhX8rP4qAHCm5tqSp5Z8,True,True,3,1LLJZTyJW7pZsGDHzpzPEYqf5m81U3r8wY|339058373|154dvR98Zkp6SizhX8rP4qAHCm5tqSp5Z8,wallet|transaction|wallet,|0.0168967|0.0886546,|0.0168967|0.0886546,|0.86373|0.186178
1LMWFmY5D1jLCPfQnD8URLuFCkJWvsMjXJ,2,wallet,1JQNZ51Jv7Xaa9SfCb2F3M79CGgvMSPmoP,True,True,3,1LMWFmY5D1jLCPfQnD8URLuFCkJWvsMjXJ|72337608|1JQNZ51Jv7Xaa9SfCb2F3M79CGgvMSPmoP,wallet|transaction|wallet,|0.0168276|0.0889843,|0.0168276|0.0889843,|0.463082|-0.167984
1LPnZZ4WE2CsMjPVFzssyVwgdqYboupnMU,2,wallet,19JWq6TpufynhhjBMzckfgHxsWSHytEpuA,True,True,3,1LPnZZ4WE2CsMjPVFzssyVwgdqYboupnMU|245140933|19JWq6TpufynhhjBMzckfgHxsWSHytEpuA,wallet|transaction|wallet,|0.0169702|0.0885846,|0.0169702|0.0885846,|0.931647|0.219775
1LRnFbd7Tys55yAmoqo6yrV1iHJpfC3Mmw,2,wallet,15VwysRXQpg78rMi453NhjJNG6KLBcba6s,True,True,3,1LRnFbd7Tys55yAmoqo6yrV1iHJpfC3Mmw|163585669|15VwysRXQpg78rMi453NhjJNG6KLBcba6s,wallet|transaction|wallet,|0.016942|0.0888383,|0.016942|0.0222096,|0.587338|-0.00518954
1LUMkVkUQozNrnPUifTTPsFtYxvFdMSorA,2,wallet,17j8h6HQqAzxmPBmExqxp8ZpfmiRkdP3Zp,True,True,3,1LUMkVkUQozNrnPUifTTPsFtYxvFdMSorA|98961024|17j8h6HQqAzxmPBmExqxp8ZpfmiRkdP3Zp,wallet|transaction|wallet,|0.0168752|0.0886698,|0.0168752|0.0886698,|0.57696|0.221062
1LfCCcYMcE5Q8WKJX48H83DLBESUwmqLAr,2,wallet,1AaBTQy615vNezkANjXCCaxFhpGQpXSzbd,True,True,3,1LfCCcYMcE5Q8WKJX48H83DLBESUwmqLAr|158378337|1AaBTQy615vNezkANjXCCaxFhpGQpXSzbd,wallet|transaction|wallet,|0.0168982|0.0890477,|0.0168982|0.0445239,|0.819156|-0.00559434
1Lp6UcMCDcthNeU9wkqyse65FxZ55SE4Hc,2,wallet,18vCoeagDVdB3T7ryVMziN3qvYAFv2qM8v,True,True,3,1Lp6UcMCDcthNeU9wkqyse65FxZ55SE4Hc|298697845|18vCoeagDVdB3T7ryVMziN3qvYAFv2qM8v,wallet|transaction|wallet,|0.0168776|0.0888425,|0.0168776|0.0888425,|0.871611|0.00668305
1M4dSiiNu9fYjanSUXJK4rPiFXVFtdH7jx,2,wallet,19mfdWbH7Ydfysrb3Z9bFNomYQzHNUXPcg,True,True,3,1M4dSiiNu9fYjanSUXJK4rPiFXVFtdH7jx|209921981|19mfdWbH7Ydfysrb3Z9bFNomYQzHNUXPcg,wallet|transaction|wallet,|0.0168957|0.0887311,|0.0168957|0.0887311,|0.835567|0.242313
1MFz6oPKU4AaygD8vRhzUK1xVV3FEBwYaS,2,wallet,19c7bRe1VdZXbfMWfWLrQEA2KMnp5ffUo,True,True,3,1MFz6oPKU4AaygD8vRhzUK1xVV3FEBwYaS|22021840|19c7bRe1VdZXbfMWfWLrQEA2KMnp5ffUo,wallet|transaction|wallet,|0.0168168|0.088906,|0.0168168|0.088906,|0.539339|-0.0106946
1MTr338akrVvETAp21FEYi5vCtG1v3zvWb,2,wallet,1Gy7BjRkhumpxFw26ZPcZ9SNcU4addtCHJ,True,True,3,1MTr338akrVvETAp21FEYi5vCtG1v3zvWb|209722170|1Gy7BjRkhumpxFw26ZPcZ9SNcU4addtCHJ,wallet|transaction|wallet,|0.0169026|0.0887365,|0.00120733|0.0887365,|0.0260664|3.21865e-06
1MeTUgFLLHo2FW2VopJKUWaHRSTPwQ1NAE,2,wallet,12sA37smW8qsgdwyNp8ZH7iD2FSGLGkKLx,True,True,3,1MeTUgFLLHo2FW2VopJKUWaHRSTPwQ1NAE|376257820|12sA37smW8qsgdwyNp8ZH7iD2FSGLGkKLx,wallet|transaction|wallet,|0.016936|0.0888551,|0.016936|0.0296184,|0.856445|-0.00020963
1MjZ23jkTG6GdfoRJiWwhMPtLPaGsxCnzB,2,wallet,1KaQ3eqSBGPcSDKbXjqZpshoVfzBbZefqk,True,True,3,1MjZ23jkTG6GdfoRJiWwhMPtLPaGsxCnzB|208931421|1KaQ3eqSBGPcSDKbXjqZpshoVfzBbZefqk,wallet|transaction|wallet,|0.0168964|0.0887322,|0.0168964|0.0887322,|0.867182|0.10011
1MxgpvUFQyonUZQXNPG1UGzD9LfbFmr9tH,2,wallet,1LP5cXfttZMb2zDdFQejrScPLo6K7yS6GM,True,True,3,1MxgpvUFQyonUZQXNPG1UGzD9LfbFmr9tH|231990430|1LP5cXfttZMb2zDdFQejrScPLo6K7yS6GM,wallet|transaction|wallet,|0.0169694|0.0885612,|0.00848469|0.0442806,|0.343878|0.335746
1NWPVWErZnoyd7wVewVrvajgaHdVWcFU7p,2,wallet,13hbf1JEKyBCizeJDSmBcnj9QDQXR5jZhS,True,True,3,1NWPVWErZnoyd7wVewVrvajgaHdVWcFU7p|234167195|13hbf1JEKyBCizeJDSmBcnj9QDQXR5jZhS,wallet|transaction|wallet,|0.0168875|0.0886338,|0.0168875|0.0886338,|0.688849|0.40367
1NoER2HfedrQaeFb1cUpP6njJukwRqkiq8,2,wallet,1GX14J3u3igxAwmxX2sG8Q8tWebm7PMMW6,True,True,3,1NoER2HfedrQaeFb1cUpP6njJukwRqkiq8|235425127|1GX14J3u3igxAwmxX2sG8Q8tWebm7PMMW6,wallet|transaction|wallet,|0.0168814|0.0886188,|0.0168814|0.0886188,|0.757996|0.338121
1P9TnCbJEqBPv7FaYrBuP33WMw5C2MUhni,2,wallet,1NS3caUeqtgnVGrkm3AgKhqaTyHUA9eRUG,True,True,3,1P9TnCbJEqBPv7FaYrBuP33WMw5C2MUhni|68995268|1NS3caUeqtgnVGrkm3AgKhqaTyHUA9eRUG,wallet|transaction|wallet,|0.0168605|0.0889001,|0.0168605|0.0889001,|0.857665|-0.0015524
1PCV3rczBcxS9sE5YSDwykhxBwjaga79EL,2,wallet,1PUu3N1UiU5Q9miu7yj9qPA55DjGPcNTyi,True,True,3,1PCV3rczBcxS9sE5YSDwykhxBwjaga79EL|300271260|1PUu3N1UiU5Q9miu7yj9qPA55DjGPcNTyi,wallet|transaction|wallet,|0.0168698|0.0888446,|0.0168698|0.0888446,|0.86093|0.0139604
1PDWJxqCJPbYHVy2uqgpE9onJfeDgv31dg,2,wallet,1FXAb6yffeXWWyjMewPJEWvn8EA5bhad1S,True,True,3,1PDWJxqCJPbYHVy2uqgpE9onJfeDgv31dg|174759156|1FXAb6yffeXWWyjMewPJEWvn8EA5bhad1S,wallet|transaction|wallet,|0.0168698|0.0886038,|0.0168698|0.0886038,|0.856186|0.0765226
1PPZNGxooN6vEhLzEuQNAs1iLg7hfgWryr,2,wallet,1NNQZ4AUqQ5ZbiksjwPrA9WdbMxXuz8f76,True,True,3,1PPZNGxooN6vEhLzEuQNAs1iLg7hfgWryr|268788405|1NNQZ4AUqQ5ZbiksjwPrA9WdbMxXuz8f76,wallet|transaction|wallet,|0.0168816|0.08879,|0.00281361|0.08879,|1.50204e-05|0.000199974
1PpRSr4h86UhtTPuQ7vRSF26eyF4SP1QLF,2,wallet,1HLVQU9x3BC9gyczB5c2unuKTQJazj1gG9,True,True,3,1PpRSr4h86UhtTPuQ7vRSF26eyF4SP1QLF|105983580|1HLVQU9x3BC9gyczB5c2unuKTQJazj1gG9,wallet|transaction|wallet,|0.0168387|0.0889848,|0.0168387|0.0889848,|0.422932|-0.147699
1Q728yEhaDR7vkSaxmQ9V6GjEQFtREmdbL,2,wallet,1PfEDFBQEkDFYb4wZ6vmkK6SnEHSDPqvJG,True,True,3,1Q728yEhaDR7vkSaxmQ9V6GjEQFtREmdbL|246066228|1PfEDFBQEkDFYb4wZ6vmkK6SnEHSDPqvJG,wallet|transaction|wallet,|0.0168769|0.0888214,|0.00129822|0.0888214,|-2.01739e-07|3.9041e-05
1QGep9beRtqrDdymgwuu1bTcytCqmAfxZ7,2,wallet,1B94dReLNeQzBLcu87goAyg5YJirUs5mpk,True,True,3,1QGep9beRtqrDdymgwuu1bTcytCqmAfxZ7|212659519|1B94dReLNeQzBLcu87goAyg5YJirUs5mpk,wallet|transaction|wallet,|0.0169119|0.0885592,|0.0169119|0.0295197,|0.612326|0.138547
1gkFKhQrU5oZ57kKqD8Sx4d8boXmE83g4,2,wallet,1EZCz7ZJKzgvWctLV3KRwSRRgV1U7vht29,True,True,3,1gkFKhQrU5oZ57kKqD8Sx4d8boXmE83g4|209054965|1EZCz7ZJKzgvWctLV3KRwSRRgV1U7vht29,wallet|transaction|wallet,|0.0169064|0.0887247,|0.0024152|0.0887247,|8.88961e-06|0.00012362
1mA5oVvbp9VKj4eCkZacHxb48xm7VtSHi,2,wallet,1CkQaj3sxfkuUM9kZZx9vb2w7BbWvAQe8Y,True,True,3,1mA5oVvbp9VKj4eCkZacHxb48xm7VtSHi|54504625|1CkQaj3sxfkuUM9kZZx9vb2w7BbWvAQe8Y,wallet|transaction|wallet,|0.0168789|0.0885975,|0.00843945|0.0885975,|-0.00026536|-9.01222e-05
1vj15cyawUc6xqJBs2VTePReYdsJJxXqc,2,wallet,15uxgVYt6TZNLy6Dg77K1Df2iG3PWXrjkN,True,True,3,1vj15cyawUc6xqJBs2VTePReYdsJJxXqc|70042737|15uxgVYt6TZNLy6Dg77K1Df2iG3PWXrjkN,wallet|transaction|wallet,|0.0168546|0.0889001,|0.0168546|0.0889001,|0.857969|-0.00103503
378oxYiJGrGyDWtMGn2CdNZHWtrG9XQXLo,2,wallet,14J8trbxtni8ygAqVC3qq9zBhvQuD8NzM2,True,True,3,378oxYiJGrGyDWtMGn2CdNZHWtrG9XQXLo|225817002|14J8trbxtni8ygAqVC3qq9zBhvQuD8NzM2,wallet|transaction|wallet,|0.0169046|0.0887284,|0.00211307|0.0887284,|-1.69054e-05|0.00096637
3MbiUzrxs7tkpBZa57iCh3L2yvdCHTTDNf,2,wallet,14AWWm2ME4T38KiTE6Ju4bvEVem7ByiNvd,True,True,3,3MbiUzrxs7tkpBZa57iCh3L2yvdCHTTDNf|152058261|14AWWm2ME4T38KiTE6Ju4bvEVem7ByiNvd,wallet|transaction|wallet,|0.0168911|0.0887767,|0.00422277|0.0887767,|0.0122928|0.0150563
3PfeqcMRfTi7YbL9KpuovWfP41MFfbCe5p,2,wallet,1NfF2a33qSLFZeJvw4VU4nfthfWQvCHT1F,True,True,3,3PfeqcMRfTi7YbL9KpuovWfP41MFfbCe5p|99258538|1NfF2a33qSLFZeJvw4VU4nfthfWQvCHT1F,wallet|transaction|wallet,|0.0168982|0.0887434,|0.0168982|0.0887434,|0.447544|0.148574
162quYhHpSRNT3mfq994fV2mG4iKVQt9Yj,1,transaction,272148432,True,True,2,162quYhHpSRNT3mfq994fV2mG4iKVQt9Yj|272148432,wallet|transaction,|0.0172687,|0.0172687,|0.972892
1EtPrGFjikndxppP43E2RC4nErLiTGPA8u,1,transaction,69410407,True,True,2,1EtPrGFjikndxppP43E2RC4nErLiTGPA8u|69410407,wallet|transaction,|0.0176315,|0.00251879,|0.00364625
1G6NkMxM1upv2JBGroK8S9F53ojzyQmMpL,1,transaction,195823686,True,True,2,1G6NkMxM1upv2JBGroK8S9F53ojzyQmMpL|195823686,wallet|transaction,|0.0169146,|0.0169146,|0.650389
39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K,1,transaction,291338524,True,True,2,39sfuA8pY4UfybgEZi7uvA13jkGzZpsg5K|291338524,wallet|transaction,|0.0175887,|0.00439718,|0
115jxGj6CTCdNrpvcP1oziocRwELBvxLbU,0,wallet,115jxGj6CTCdNrpvcP1oziocRwELBvxLbU,True,True,1,115jxGj6CTCdNrpvcP1oziocRwELBvxLbU,wallet,,,
12MDvVMc5Aikz6jX2vXL2PPi4wDPih98o9,0,wallet,12MDvVMc5Aikz6jX2vXL2PPi4wDPih98o9,True,True,1,12MDvVMc5Aikz6jX2vXL2PPi4wDPih98o9,wallet,,,
12q9KidhssUPn7w4ioFnh5vvMrW9BJnScK,0,wallet,12q9KidhssUPn7w4ioFnh5vvMrW9BJnScK,True,True,1,12q9KidhssUPn7w4ioFnh5vvMrW9BJnScK,wallet,,,
132dActTZTw8oJVFYCdTp3wwv55QNAwknN,0,wallet,132dActTZTw8oJVFYCdTp3wwv55QNAwknN,True,True,1,132dActTZTw8oJVFYCdTp3wwv55QNAwknN,wallet,,,
13BS4byi3KJ1pWLXiw41A7HfAj8FZZWraS,0,wallet,13BS4byi3KJ1pWLXiw41A7HfAj8FZZWraS,True,True,1,13BS4byi3KJ1pWLXiw41A7HfAj8FZZWraS,wallet,,,
13Yqm6XmvcbGVcBxDe5PVx8XUDjYdJzj94,0,wallet,13Yqm6XmvcbGVcBxDe5PVx8XUDjYdJzj94,True,True,1,13Yqm6XmvcbGVcBxDe5PVx8XUDjYdJzj94,wallet,,,
13gQm9PoQcDoqrJzwdv3vr7pD1bqrLy1w7,0,wallet,13gQm9PoQcDoqrJzwdv3vr7pD1bqrLy1w7,True,True,1,13gQm9PoQcDoqrJzwdv3vr7pD1bqrLy1w7,wallet,,,
13m3Bn431EdyJ6QuTPV57hicbKsFnVPiKU,0,wallet,13m3Bn431EdyJ6QuTPV57hicbKsFnVPiKU,True,True,1,13m3Bn431EdyJ6QuTPV57hicbKsFnVPiKU,wallet,,,
15CVoyWpJttnkANW32Nrdy3UypvUuaAPgJ,0,wallet,15CVoyWpJttnkANW32Nrdy3UypvUuaAPgJ,True,True,1,15CVoyWpJttnkANW32Nrdy3UypvUuaAPgJ,wallet,,,
15S7y4VVnnCKkkY8hmBsaUvMLaXwgRDrRM,0,wallet,15S7y4VVnnCKkkY8hmBsaUvMLaXwgRDrRM,True,True,1,15S7y4VVnnCKkkY8hmBsaUvMLaXwgRDrRM,wallet,,,
163DnpnLd2jYNYZmBvyqHNZj3KYDnmTHWH,0,wallet,163DnpnLd2jYNYZmBvyqHNZj3KYDnmTHWH,True,True,1,163DnpnLd2jYNYZmBvyqHNZj3KYDnmTHWH,wallet,,,
16WqKKV7vqCA3NYJiF5FdkMC1eXnNKQYND,0,wallet,16WqKKV7vqCA3NYJiF5FdkMC1eXnNKQYND,True,True,1,16WqKKV7vqCA3NYJiF5FdkMC1eXnNKQYND,wallet,,,
16aqRUb9jANcb5pLYRphWaHT5YhbqiBBoS,0,wallet,16aqRUb9jANcb5pLYRphWaHT5YhbqiBBoS,True,True,1,16aqRUb9jANcb5pLYRphWaHT5YhbqiBBoS,wallet,,,
16jCtpK5u33unzBqkNXGhUq6QFwXK1fTdE,0,wallet,16jCtpK5u33unzBqkNXGhUq6QFwXK1fTdE,True,True,1,16jCtpK5u33unzBqkNXGhUq6QFwXK1fTdE,wallet,,,
17MaUVdnhjAe2nxFATBkTK4NgsdvnkXz7A,0,wallet,17MaUVdnhjAe2nxFATBkTK4NgsdvnkXz7A,True,True,1,17MaUVdnhjAe2nxFATBkTK4NgsdvnkXz7A,wallet,,,
17peZG2hdtTPkBRhvA6XE5qmszNPZEpoB8,0,wallet,17peZG2hdtTPkBRhvA6XE5qmszNPZEpoB8,True,True,1,17peZG2hdtTPkBRhvA6XE5qmszNPZEpoB8,wallet,,,
